Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE,PC1,PC2
chembridge-fragment-library-part1-exp-2024-06,19940,1,Brc1ccc(CSC=2C(=O)NC(=O)NN2)cc1,6TBE_P,314.2,17,1.9,70.6,3.0,3,-8.75,-8.286,-10.681,-0.487,78.6,3.0,2.0,-3.53,ExpressPick,314,1.388991821075755,1.3616334056030446
chembridge-fragment-library-part1-exp-2024-06,8866,1,Oc1ccc(CN2CCc3c([nH]c4ccccc43)C2)cc1,6TBE_P,278.4,21,3.4,39.3,3.0,3,-8.596,-6.457,-7.222,-0.307,39.3,2.0,2.0,-2.17,ExpressPick,278,1.6426639824123226,-1.0636156348394314
chembridge-fragment-library-part1-exp-2024-06,12780,1,Brc1ccc(NC(=O)CC=2C(=O)Nc3ccccc3C2O)cc1,6TBE_P,373.2,23,3.8,78.4,2.8,4,-8.422,-7.207,-8.626,-0.313,82.2,3.0,3.0,-3.93,ExpressPick,373,4.246082951168624,1.037181638470364
chembridge-fragment-library-part1-exp-2024-06,7076,1,O=C1C(SCc2ccccc2)=NNC(=O)N1,6TBE_P,235.3,16,1.1,70.6,3.0,3,-8.416,-7.079,-9.512,-0.442,78.6,3.0,2.0,-2.01,ExpressPick,235,-0.0574871296420131,1.9283419543812825
chembridge-fragment-library-part1-exp-2024-06,17706,1,Fc1ccc(CN2C(O)=NC([O-])=C([S+](C)C)C2=O)cc1,6TBE_P,295.3,20,1.3,72.8,3.0,3,-8.359,-7.017,-8.063,-0.351,71.9,3.0,1.0,-2.07,ExpressPick,296,1.6017217378439417,1.255960406321074
chembridge-fragment-library-part1-exp-2024-06,17702,1,Fc1ccccc1N2C(O)=NC([O-])=C([S+](C)C)C2=O,6TBE_P,281.3,19,1.3,72.8,1.3,2,-8.354,-6.425,-7.329,-0.338,71.9,3.0,1.0,-1.95,ExpressPick,282,1.0207873461228254,1.226166739061943
chembridge-fragment-library-part1-exp-2024-06,6760,1,Brc1cccc([C@@H]2c3c(C[C@H](N2)C(O)=O)c4ccccc4[nH]3)c1,6TBE_P,371.2,23,3.7,65.1,1.9,3,-8.168,-8.39,-9.143,-0.365,65.1,3.0,3.0,-5.01,ExpressPick,371,3.826199074874049,0.558273661505923
chembridge-fragment-library-part1-exp-2024-06,12578,1,O=C1C=CC=C2[C@H]3CN(C[C@H](C3)CN12)Cc4ccc(O)cc4,6TBE_P,296.4,22,1.9,43.8,3.8,3,-8.121,-6.471,-7.099,-0.294,45.5,3.0,1.0,-2.14,ExpressPick,296,1.8818950101814518,-0.1000973765723957
chembridge-fragment-library-part1-exp-2024-06,28944,1,Brc1ccc2ccn(c2c1)CC(=O)Nc3nncs3,6TBE_P,337.2,19,3.0,59.8,2.3,3,-8.118,-7.978,-8.561,-0.42,59.8,3.0,1.0,-3.84,ExpressPick,337,2.338918056520038,-0.14516317703733048
chembridge-fragment-library-part1-exp-2024-06,7432,1,Brc1csc([C@H]2C(=C(Oc3c2c(n[nH]3)C)N)C#N)c1,6TBE_P,337.2,19,2.8,87.7,0.0,1,-8.114,-7.096,-9.652,-0.373,87.7,3.0,2.0,-3.23,ExpressPick,337,2.1661999735631228,1.3005869225050695
chembridge-fragment-library-part1-exp-2024-06,26126,1,O=C(NC1=CN=C2N(C1=O)C=CS2)c3ccccc3C,6TBE_P,285.3,20,1.8,61.8,0.5,2,-8.086,-5.828,-6.958,-0.291,63.5,3.0,1.0,-2.14,ExpressPick,285,1.311691623555016,0.5615547637387246
chembridge-fragment-library-part1-exp-2024-06,14404,1,Brc1ccc2c(c3CCC[C@H](NCCO)c3[nH]2)c1,6TBE_P,309.2,18,3.3,48.0,4.5,4,-8.082,-7.845,-8.119,-0.436,52.6,1.0,3.0,-1.86,ExpressPick,309,1.425739641330489,-0.7319932530537552
chembridge-fragment-library-part2-cl-2024-06,4690,1,Clc1ccc(C(=O)NCc2cccnc2N)cc1O,6TBE_P,277.7,19,2.0,88.2,2.8,4,-8.028,-6.559,-7.226,-0.345,88.2,3.0,3.0,-2.12,1101,CORE,1.7676159188933833,2.5306996533174075
chembridge-fragment-library-part1-exp-2024-06,19966,1,Brc1cc(F)c(NC(=O)CN2C=Nc3ccccc3C2=O)cc1,6TBE_P,376.2,23,3.7,61.8,2.3,3,-8.025,-7.574,-8.592,-0.329,64.0,3.0,1.0,-3.33,ExpressPick,376,3.8861019444399414,-0.5529243931209336
chembridge-fragment-library-part1-exp-2024-06,19976,1,Fc1ccc(N2C(=O)C[C@@H](C2)C(=O)Nc3ccccn3)cc1,6TBE_P,299.3,22,2.5,62.3,1.8,3,-8.014,-7.344,-8.587,-0.334,62.3,3.0,1.0,-2.3,ExpressPick,299,2.3355553881292352,0.23494794039200725
chembridge-fragment-library-part1-exp-2024-06,14426,1,OCCN[C@H]1CCCc2c3cc(ccc3[nH]c21)C,6TBE_P,244.3,18,2.8,48.0,4.5,4,-7.997,-7.525,-7.788,-0.418,52.6,1.0,3.0,-1.32,ExpressPick,244,0.45485431367713786,-0.3571414679880905
chembridge-fragment-library-part1-exp-2024-06,18228,1,Fc1ccc(NC(=O)C2=CC(=O)c3ccccc3O2)cc1,6TBE_P,283.3,21,3.1,55.4,0.5,2,-7.979,-6.114,-7.541,-0.291,59.3,3.0,1.0,-3.38,ExpressPick,283,1.8513349443848588,-0.34477113921722247
chembridge-fragment-library-part1-exp-2024-06,22972,1,O=C1C=C(Nc2nc(nn12)C)CSc3ccc(cc3)C,6TBE_P,286.4,20,2.6,59.8,3.0,3,-7.938,-6.976,-7.527,-0.349,63.1,3.0,1.0,-1.98,ExpressPick,286,1.7775457787852258,0.14122480903400914
chembridge-fragment-library-part1-exp-2024-06,12576,1,O=C1C=CC=C2[C@H]3CN(C[C@H](C3)CN12)Cc4cccc(O)c4,6TBE_P,296.4,22,1.9,43.8,3.8,3,-7.878,-7.059,-7.414,-0.321,45.5,3.0,1.0,-2.14,ExpressPick,296,1.8818950101814518,-0.1000973765723957
chembridge-fragment-library-part1-exp-2024-06,26788,1,Brc1ccccc1NC(=O)C2=CN=C3N(C(=C(S3)C)C)C2=O,6TBE_P,378.2,22,3.5,61.8,0.5,2,-7.871,-7.619,-8.3,-0.346,63.5,3.0,1.0,-3.3,ExpressPick,378,3.43571589633641,-0.5077252957384659
chembridge-fragment-library-part1-exp-2024-06,22388,1,Clc1cccc(F)c1CC(=O)Nc2c(ccs2)C#N,6TBE_P,294.7,19,3.9,52.9,2.3,3,-7.85,-8.963,-9.338,-0.472,52.9,2.0,1.0,-3.86,ExpressPick,295,1.7865235030235171,-1.343221343959387
chembridge-fragment-library-part1-exp-2024-06,17978,1,O=C1C[C@H](Cc2ccccc2)C(=O)N1c3nccs3,6TBE_P,272.3,19,2.3,50.3,2.3,3,-7.84,-6.422,-7.286,-0.338,50.3,3.0,0.0,-2.35,ExpressPick,272,1.2081619200323335,-0.49408306161452564
chembridge-fragment-library-part1-exp-2024-06,19082,1,Fc1ccccc1[C@@H]2CC(=O)Nc3cc4c(OCO4)cc32,6TBE_P,285.3,21,3.3,47.6,0.5,1,-7.836,-6.941,-8.037,-0.331,47.6,3.0,1.0,-3.55,ExpressPick,285,1.646063608367287,-0.7926584989284765
chembridge-fragment-library-part1-exp-2024-06,23282,1,O=C1C(=C(N(C1)c2cccc(O)c2)N)c3ccccc3,6TBE_P,266.3,20,2.1,66.6,0.8,3,-7.83,-5.862,-6.848,-0.293,66.6,2.0,2.0,-2.37,ExpressPick,266,1.1724987493561254,0.6032815928424176
chembridge-fragment-library-part2-cl-2024-06,3136,1,OCc1csc(N2CC3(C2)COc4ccccc4C3)n1,6TBE_P,288.4,20,2.5,45.6,2.7,3,-7.814,-6.732,-7.186,-0.337,45.6,3.0,1.0,-2.25,1216,CORE,1.6029443208084189,-0.3102021649921434
chembridge-fragment-library-part2-cl-2024-06,8754,1,OCCN1CCc2c(nn(c2CC1)C)-c3ccccc3,6TBE_P,271.4,20,1.9,41.3,4.2,4,-7.812,-7.688,-7.757,-0.384,41.3,3.0,1.0,-2.09,1204,CORE,1.3469075601770286,-0.05412892841154176
chembridge-fragment-library-part1-exp-2024-06,19686,1,Fc1ccc([C@@H]2CC(=O)Nc3cc4c(OCO4)cc32)cc1,6TBE_P,285.3,21,3.3,47.6,0.5,1,-7.801,-7.066,-8.25,-0.336,47.6,3.0,1.0,-3.77,ExpressPick,285,1.646063608367287,-0.7926584989284765
chembridge-fragment-library-part1-exp-2024-06,17002,1,Brc1cncc(C(=O)NC(=S)Nc2cccc(OC)c2)c1,6TBE_P,366.2,21,3.1,63.2,1.5,5,-7.79,-7.19,-8.083,-0.342,63.2,3.0,2.0,-4.17,ExpressPick,366,3.568194938217026,0.47356118026894545
chembridge-fragment-library-part1-exp-2024-06,6872,1,O[C@@H](c1nc2ccccc2[nH]1)c3ccccc3,6TBE_P,224.3,17,3.0,48.9,3.0,3,-7.785,-5.351,-6.647,-0.315,48.9,2.0,2.0,-2.43,ExpressPick,224,0.1450612953008078,-0.37608357597476105
chembridge-fragment-library-part2-cl-2024-06,6585,1,O=C(NCc1cccn2c1ccn2)Cc3csc(n3)C,6TBE_P,286.4,20,2.0,59.3,4.0,4,-7.782,-6.988,-7.702,-0.349,59.3,3.0,1.0,-1.89,1101,CORE,1.7760770346129504,0.5006396412108873
chembridge-fragment-library-part1-exp-2024-06,21886,1,Fc1ccccc1CNc2nc3NC(=C(C(=O)n3n2)C)C,6TBE_P,287.3,21,2.7,71.8,2.3,3,-7.774,-6.312,-7.167,-0.301,75.1,3.0,2.0,-2.02,ExpressPick,287,2.1455416204759414,0.9916466480433516
chembridge-fragment-library-part1-exp-2024-06,23400,1,Brc1cccc(c1)CSC2=NN=C(C(=O)N2)C,6TBE_P,312.2,17,2.6,53.8,3.0,3,-7.769,-7.934,-10.188,-0.467,58.6,3.0,1.0,-2.84,ExpressPick,312,1.4221438790542495,-0.08149542771351621
chembridge-fragment-library-part1-exp-2024-06,26590,1,O=C(NCc1ccco1)c2c(N)c3cccnc3s2,6TBE_P,273.3,19,1.8,81.1,2.3,3,-7.753,-6.392,-7.531,-0.336,81.2,3.0,2.0,-2.33,ExpressPick,273,1.3750170423139383,1.8329403680424872
chembridge-fragment-library-part2-cl-2024-06,2644,1,O=S1(=O)c2ccccc2OC[C@@H]3C[C@H](NC(=O)C)CN31,6TBE_P,296.3,20,0.3,75.7,2.1,1,-7.751,-6.845,-7.359,-0.342,75.7,4.0,1.0,-1.73,1103,CORE,1.1479412925418506,2.306600779522532
chembridge-fragment-library-part1-exp-2024-06,15752,1,Clc1ccc(CSC2=NN=C(C(=O)N2)C)cc1,6TBE_P,267.7,17,2.5,53.8,3.0,3,-7.736,-7.649,-9.87,-0.45,58.6,3.0,1.0,-2.1,ExpressPick,268,0.838171627587456,0.049775200143389625
chembridge-fragment-library-part2-cl-2024-06,1090,1,Oc1cccnc1C(=O)N2Cc3cnc(cc3C2)C,6TBE_P,255.3,19,1.6,66.3,1.0,3,-7.714,-5.997,-6.922,-0.316,66.3,4.0,1.0,-0.241,1104,CORE,1.1799477386540473,1.5199498753942324
chembridge-fragment-library-part1-exp-2024-06,17070,1,Brc1cncc(C(=O)NC(=S)Nc2ccccc2Cl)c1,6TBE_P,370.7,20,3.7,54.0,1.0,4,-7.711,-7.461,-8.196,-0.373,54.0,2.0,2.0,-4.43,ExpressPick,371,3.061417803038222,-0.7888176953763545
chembridge-fragment-library-part2-cl-2024-06,4716,1,O[C@H]1COCC[C@@H]1n2ccnc2-c3cccc4cc[nH]c43,6TBE_P,283.3,21,2.7,63.1,2.0,3,-7.71,-6.97,-7.609,-0.332,63.1,3.0,2.0,-1.88,1105,CORE,1.9945694843905757,0.6926736346536744
chembridge-fragment-library-part1-exp-2024-06,17846,1,Fc1ccc(C(=O)NC2=CN=C3C(=CC=CN3C2=O)C)cc1,6TBE_P,297.3,22,2.1,61.8,0.5,2,-7.705,-5.824,-7.338,-0.265,63.5,3.0,1.0,-2.84,ExpressPick,297,1.9640374435669241,0.36177742749396197
chembridge-fragment-library-part1-exp-2024-06,7710,1,Fc1ccc(N[C@@H]2C(=O)N(C(=O)C2)c3ccccc3)cc1,6TBE_P,284.3,21,2.8,49.4,1.6,3,-7.702,-4.834,-6.576,-0.23,49.4,2.0,1.0,-3.78,ExpressPick,284,1.6498012414674326,-0.9011380651566372
chembridge-fragment-library-part2-cl-2024-06,852,1,O=C(NCc1cccc2c1cc[nH]2)c3csc(n3)NC,6TBE_P,286.4,20,2.6,69.8,2.5,4,-7.699,-6.829,-7.692,-0.341,69.8,2.0,3.0,-2.33,1101,CORE,1.8147264985218365,0.9804153559220653
chembridge-fragment-library-part2-cl-2024-06,7165,1,OC(=O)c1csc(n1)[C@@H](N)Cc2ccccc2,6TBE_P,248.3,17,2.1,76.2,4.5,6,-7.697,-6.24,-7.093,-0.367,76.2,4.0,2.0,-2.93,1100,CORE,1.5748742043010209,2.3368068040341847
chembridge-fragment-library-part2-cl-2024-06,6861,1,Oc1cc2c(OCO2)cc1-c3c4cccnc4ccn3,6TBE_P,266.3,20,2.7,64.5,0.9,2,-7.692,-5.676,-6.496,-0.284,64.5,5.0,1.0,-1.84,1109,CORE,1.9096298021198967,1.3546530663169434
chembridge-fragment-library-part2-cl-2024-06,2384,1,O=C(NCc1nnc(s1)N)c2ccc3c(c2)cc[nH]3,6TBE_P,273.3,19,1.5,96.7,2.3,3,-7.687,-7.126,-7.774,-0.375,96.7,3.0,3.0,-1.66,1101,CORE,1.4377654612672635,3.030275255421123
chembridge-fragment-library-part1-exp-2024-06,15124,1,Fc1cccc(NC(=O)CN2C(=O)c3ccccc3C2=O)c1,6TBE_P,298.3,22,2.3,66.5,2.3,3,-7.686,-6.562,-7.901,-0.298,66.5,3.0,1.0,-3.66,ExpressPick,298,2.304874328557623,0.48808666604558315
chembridge-fragment-library-part1-exp-2024-06,22050,1,Brc1ccc(Cl)c(C(=O)Nc2c(ccs2)C(=O)N)c1,6TBE_P,359.6,19,3.6,72.2,0.8,3,-7.685,-8.316,-8.762,-0.438,72.2,2.0,2.0,-3.86,ExpressPick,360,2.6950332757681905,-0.13162129089311614
chembridge-fragment-library-part1-exp-2024-06,12318,1,Fc1ccc(NC(=O)CN2C(=O)c3ccccc3C2=O)cc1,6TBE_P,298.3,22,2.3,66.5,2.3,3,-7.673,-6.52,-7.885,-0.296,66.5,3.0,1.0,-3.66,ExpressPick,298,2.304874328557623,0.48808666604558315
chembridge-fragment-library-part1-exp-2024-06,9034,1,Oc1cccc(CN2CCc3c([nH]c4ccccc43)C2)c1,6TBE_P,278.4,21,3.4,39.3,3.0,3,-7.668,-6.613,-7.397,-0.315,39.3,2.0,2.0,-2.17,ExpressPick,278,1.6426639824123226,-1.0636156348394314
chembridge-fragment-library-part2-cl-2024-06,3994,1,O=C(N[C@@H]1C[C@H]1c2ccccc2)c3cccc(O)n3,6TBE_P,254.3,19,2.1,62.2,1.8,4,-7.659,-7.049,-7.681,-0.371,62.2,3.0,2.0,-1.63,1101,CORE,1.2268316638865966,1.112799045544357
chembridge-fragment-library-part1-exp-2024-06,14492,1,OCCCN[C@H]1CCCc2c3cc(ccc3[nH]c21)C,6TBE_P,258.4,19,3.2,48.0,5.5,5,-7.63,-7.303,-7.915,-0.384,52.6,1.0,3.0,-1.61,ExpressPick,258,1.1716598312515845,-0.5346695829970904
chembridge-fragment-library-part1-exp-2024-06,12452,1,O=C1C=C(NC(SCc2nc3ccccc3[nH]2)=N1)C,6TBE_P,272.3,19,2.1,70.1,3.0,3,-7.617,-7.527,-8.04,-0.396,74.4,3.0,2.0,-2.28,ExpressPick,272,1.3352857000288234,1.2923237803183987
chembridge-fragment-library-part1-exp-2024-06,14420,1,Clc1cccc(F)c1CSC=2C(=O)NC(=O)NN2,6TBE_P,287.7,18,2.2,70.6,3.0,3,-7.617,-7.554,-10.306,-0.42,78.6,3.0,2.0,-3.13,ExpressPick,288,1.363738203327577,1.2421167741611818
chembridge-fragment-library-part1-exp-2024-06,23696,1,O=C1C=C(Nc2nc(SCc3ccccc3)nn12)C,6TBE_P,272.3,19,2.5,59.8,3.0,3,-7.611,-6.126,-6.904,-0.322,63.1,3.0,1.0,-2.14,ExpressPick,272,1.368032728866687,0.22968860802833424
chembridge-fragment-library-part1-exp-2024-06,17098,1,Brc1ccccc1C(=O)NC(=S)Nc2cc(cc(c2O)C)C,6TBE_P,379.3,22,4.0,61.4,1.5,5,-7.601,-8.622,-8.558,-0.392,61.4,2.0,3.0,-3.93,ExpressPick,379,3.946085996026517,-0.16277620702208695
chembridge-fragment-library-part1-exp-2024-06,17982,1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1c3ccc(O)cc3,6TBE_P,281.3,21,2.5,57.6,2.8,4,-7.597,-5.544,-6.626,-0.264,57.6,3.0,1.0,-2.43,ExpressPick,281,2.0629514032703193,0.1795111530043555
chembridge-fragment-library-part1-exp-2024-06,21242,1,Fc1ccc(C(=O)Nc2ccc3c(c2)C=CC(O3)=O)cc1,6TBE_P,283.3,21,3.2,55.4,0.5,2,-7.59,-5.377,-7.295,-0.256,59.3,3.0,1.0,-2.98,ExpressPick,283,1.8849935608847268,-0.39655693038161893
chembridge-fragment-library-part1-exp-2024-06,18022,1,O=C1C[C@H](Cc2ccccc2)C(=O)N1c3cccc(O)c3,6TBE_P,281.3,21,2.5,57.6,2.8,4,-7.585,-5.441,-6.777,-0.259,57.6,3.0,1.0,-2.43,ExpressPick,281,2.0629514032703193,0.1795111530043555
chembridge-fragment-library-part1-exp-2024-06,21910,1,O=C1C=2CCCC2Nc3nc(NCc4cccs4)nn13,6TBE_P,287.3,20,2.5,71.8,2.3,3,-7.577,-6.109,-6.875,-0.305,75.1,3.0,2.0,-1.65,ExpressPick,287,1.8767389934515486,1.1067111551152333
chembridge-fragment-library-part1-exp-2024-06,12688,1,Fc1ccc(NC(=O)c2ccc3c(nccn3)c2)cc1,6TBE_P,267.3,20,3.3,54.9,0.5,2,-7.574,-5.71,-6.829,-0.285,54.9,3.0,1.0,-3.38,ExpressPick,267,1.5134675434132472,-0.42586395140374833
chembridge-fragment-library-part1-exp-2024-06,28262,1,Fc1ccc2c(c3c(C(=O)NN3)cn2)c1,6TBE_P,203.2,15,1.7,54.0,0.0,0,-7.574,-5.215,-8.65,-0.348,61.5,2.0,2.0,-2.07,ExpressPick,203,-1.5158532249202217,0.3383750193757759
chembridge-fragment-library-part1-exp-2024-06,8700,1,Oc1ccc(CN2CCN(CC2)c3ccccn3)cc1,6TBE_P,269.3,20,2.1,39.6,3.7,4,-7.573,-6.655,-7.224,-0.333,39.6,3.0,1.0,-1.37,ExpressPick,269,1.3684204809258844,-0.2137656466981444
chembridge-fragment-library-part2-cl-2024-06,2462,1,Oc1ccc(-c2c(cc3cccnc3n2)C)cc1,6TBE_P,236.3,18,3.3,46.0,0.7,2,-7.558,-5.366,-6.425,-0.298,46.0,3.0,1.0,-2.41,1100,CORE,0.6232929934050907,-0.6606615493753141
chembridge-fragment-library-part2-cl-2024-06,3172,1,O=C1NC(=NN1C)c2cccc3c2Oc4ccccc4S3,6TBE_P,297.3,21,3.3,53.9,0.0,1,-7.556,-6.514,-7.252,-0.31,59.9,3.0,1.0,-3.17,1109,CORE,1.8679669487803385,-0.5924211613648728
chembridge-fragment-library-part1-exp-2024-06,17954,1,Brc1cc2c(OCO2)cc1/C=C\3C(=O)N(CC)C(=S)N3,6TBE_P,355.2,20,2.3,50.8,1.8,2,-7.548,-6.764,-7.53,-0.338,50.8,3.0,1.0,-3.92,ExpressPick,355,2.216069350655143,-0.20927329219053686
chembridge-fragment-library-part1-exp-2024-06,13174,1,O=C1C=C(N=C2N1N=C(S2)Cc3ccccc3)C,6TBE_P,257.3,18,2.3,45.0,2.0,2,-7.547,-6.834,-7.393,-0.38,47.3,3.0,0.0,-1.94,ExpressPick,257,0.5530240984813143,-0.7085760590211749
chembridge-fragment-library-part1-exp-2024-06,19284,1,Brc1cccc(/C=C/2C(=O)N/C(S2)=N\O)c1,6TBE_P,299.1,16,2.5,61.7,1.3,2,-7.546,-6.749,-7.294,-0.422,61.7,3.0,2.0,-2.49,ExpressPick,299,0.8925666626986241,0.7099348783468469
chembridge-fragment-library-part1-exp-2024-06,28056,1,Fc1ccc(NC(=O)CN2C(=O)c3ccccc3C=N2)cc1,6TBE_P,297.3,22,2.5,61.8,2.3,3,-7.546,-6.12,-7.53,-0.278,64.0,3.0,1.0,-2.18,ExpressPick,297,2.3049885277227005,0.22092732031489068
chembridge-fragment-library-part1-exp-2024-06,17046,1,Brc1cncc(C(=O)NC(=S)Nc2ccccc2OC)c1,6TBE_P,366.2,21,3.1,63.3,1.5,5,-7.536,-6.849,-7.66,-0.326,63.2,3.0,2.0,-4.17,ExpressPick,366,3.5693616708828997,0.4770797747265485
chembridge-fragment-library-part1-exp-2024-06,8554,1,Oc1ccc(CN2CCN(CC2)c3ccccc3)cc1,6TBE_P,268.4,20,2.7,26.7,3.7,4,-7.531,-5.892,-6.619,-0.295,26.7,2.0,1.0,-1.82,ExpressPick,268,1.1594966171823566,-1.541887033569907
chembridge-fragment-library-part1-exp-2024-06,18754,1,O=C(Nc1nncs1)[C@H]2C[C@@H]2c3ccccc3,6TBE_P,245.3,17,2.3,54.9,1.3,3,-7.531,-7.137,-7.827,-0.42,54.9,3.0,1.0,-2.22,ExpressPick,245,0.5066766466480833,0.2320616662678898
chembridge-fragment-library-part1-exp-2024-06,21320,1,Fc1ccccc1C(=O)Nc2ccc3c(c2)C=CC(O3)=O,6TBE_P,283.3,21,3.2,55.4,0.5,2,-7.53,-5.037,-6.97,-0.24,59.3,3.0,1.0,-2.48,ExpressPick,283,1.8849935608847268,-0.39655693038161893
chembridge-fragment-library-part2-cl-2024-06,6499,1,Fc1ccc(CN2CC[C@]34[C@H]2CC(=O)N3CCCO4)cc1,6TBE_P,290.3,21,2.0,32.8,3.5,2,-7.527,-6.413,-7.544,-0.305,32.8,3.0,0.0,-1.78,1206,CORE,1.32226079759228,-1.0759097950646763
chembridge-fragment-library-part1-exp-2024-06,18776,1,Clc1cc(F)c(NC(=O)c2ccc3c(OCO3)c2)cc1,6TBE_P,293.7,20,3.8,47.6,0.5,2,-7.526,-5.502,-7.068,-0.275,47.6,3.0,1.0,-3.81,ExpressPick,294,1.9230673427223686,-0.9888053518146328
chembridge-fragment-library-part1-exp-2024-06,9784,1,O=C1c2ccccc2N=C(N1c3ccc(O)cc3)C,6TBE_P,252.3,19,3.1,52.9,0.8,2,-7.525,-5.443,-6.235,-0.286,55.1,3.0,1.0,-2.37,ExpressPick,252,1.0358312849926363,-0.35437869190218546
chembridge-fragment-library-part1-exp-2024-06,10602,1,Oc1ccc2ccccc2c1CN3CCCN(CC3)C,6TBE_P,270.4,20,2.7,26.7,4.6,3,-7.525,-6.799,-7.125,-0.34,26.7,3.0,1.0,-2.06,ExpressPick,270,1.2271503062634879,-1.0466369299098417
chembridge-fragment-library-part1-exp-2024-06,17314,1,Brc1ccc(CC(=O)Nc2nc(cs2)C)cc1,6TBE_P,311.2,17,3.5,42.0,2.3,3,-7.513,-7.732,-8.302,-0.455,42.0,2.0,1.0,-2.79,ExpressPick,311,1.3257932642810821,-1.5260910314342886
chembridge-fragment-library-part1-exp-2024-06,28566,1,Nc1c(sc2c1cc3CN(CCc3n2)C)-c4ccncc4,6TBE_P,296.4,21,2.9,55.0,0.5,1,-7.513,-6.846,-7.552,-0.326,55.0,3.0,1.0,-1.96,ExpressPick,296,1.7350366034207547,-0.3449658991787471
chembridge-fragment-library-part1-exp-2024-06,8844,1,Brc1csc([C@H]2C(=C(Oc3cc(N)ccc32)N)C#N)c1,6TBE_P,348.2,20,3.4,85.1,0.0,1,-7.506,-7.966,-10.754,-0.398,85.1,2.0,2.0,-3.12,ExpressPick,348,2.4260974910384037,0.3021323443684932
chembridge-fragment-library-part1-exp-2024-06,13472,1,Brc1ccc(O)c(C=C2C(=O)c3ccccc3C2=O)c1,6TBE_P,329.1,20,3.7,54.4,0.8,2,-7.495,-5.873,-7.105,-0.294,54.4,3.0,1.0,-3.31,ExpressPick,329,2.406524135767755,-0.7609857716661388
chembridge-fragment-library-part1-exp-2024-06,14798,1,Fc1cccc(/C=C\2C(=O)N=C(S2)Nc3cnccc3)c1,6TBE_P,299.3,21,3.6,54.3,0.8,3,-7.485,-7.9,-8.86,-0.376,54.4,3.0,1.0,-3.66,ExpressPick,299,2.410976162333211,-0.6046903942815196
chembridge-fragment-library-part1-exp-2024-06,12822,1,Fc1ccccc1NC(=O)c2ccc3c(nccn3)c2,6TBE_P,267.3,20,3.3,54.9,0.5,2,-7.484,-5.553,-6.676,-0.278,54.9,3.0,1.0,-2.87,ExpressPick,267,1.5134675434132472,-0.42586395140374833
chembridge-fragment-library-part1-exp-2024-06,18038,1,O=C1[C@H]2[C@H]([C@@H]3C=C[C@H]2[C@@H]4C[C@H]34)C(=O)N1c5cccc(O)c5,6TBE_P,281.3,21,1.8,57.6,2.3,2,-7.48,-6.045,-6.881,-0.288,57.6,3.0,1.0,-1.52,ExpressPick,281,1.414707851458635,0.4094255761981016
chembridge-fragment-library-part1-exp-2024-06,8404,1,Oc1ccc(CN2CCN(CC2)c3ccccc3)cc1OC,6TBE_P,298.4,22,2.7,35.9,4.2,5,-7.476,-6.226,-6.88,-0.283,35.9,3.0,1.0,-2.5,ExpressPick,298,2.4963584949661257,-0.663338905292088
chembridge-fragment-library-part1-exp-2024-06,21216,1,Fc1cccc(C(=O)Nc2ccc3c(c2)C=CC(O3)=O)c1,6TBE_P,283.3,21,3.2,55.4,0.5,2,-7.476,-5.799,-7.336,-0.276,59.3,3.0,1.0,-3.01,ExpressPick,283,1.8849935608847268,-0.39655693038161893
chembridge-fragment-library-part1-exp-2024-06,21510,1,Clc1cccc(F)c1CC(=O)Nc2cc(on2)C,6TBE_P,268.7,18,2.7,55.1,2.3,3,-7.471,-6.525,-7.514,-0.363,55.1,3.0,1.0,-3.39,ExpressPick,269,1.134508377806793,-0.02133375508510038
chembridge-fragment-library-part1-exp-2024-06,23086,1,OC(=O)c1ccc2c([C@H]3C=CC[C@H]3[C@@H](N2)c4ccccn4)c1,6TBE_P,292.3,22,3.5,62.2,1.0,3,-7.462,-5.537,-6.786,-0.252,62.2,3.0,2.0,-2.26,ExpressPick,292,2.5661226032685547,0.2191514455279384
chembridge-fragment-library-part1-exp-2024-06,7180,1,Brc1ccc2c(sc3c2C(=O)N4CCCC4=N3)c1O,6TBE_P,337.2,19,3.7,52.9,0.8,1,-7.461,-6.079,-6.722,-0.32,55.1,3.0,1.0,-3.21,ExpressPick,337,2.0813905817612044,-0.8830328477197545
chembridge-fragment-library-part2-cl-2024-06,7987,1,Oc1ccc(-c2c3cccnc3ccn2)cc1C,6TBE_P,236.3,18,3.3,46.0,0.7,2,-7.459,-5.529,-5.934,-0.307,46.0,3.0,1.0,-2.21,1109,CORE,0.6232929934050907,-0.6606615493753141
chembridge-fragment-library-part1-exp-2024-06,14444,1,Fc1ccccc1NC(=O)[C@@H]2COc3ccccc3O2,6TBE_P,273.3,20,2.9,47.6,1.7,2,-7.457,-6.513,-7.303,-0.326,47.6,3.0,1.0,-3.23,ExpressPick,273,1.3678611840364703,-0.48629523878389136
chembridge-fragment-library-part1-exp-2024-06,6610,1,Oc1cccnc1-c2ccc(O)cc2,6TBE_P,187.2,14,2.2,53.3,1.2,3,-7.456,-5.626,-6.36,-0.402,53.4,3.0,2.0,-1.93,ExpressPick,187,-0.8868912770947963,0.8588823305658776
