Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE,PC1,PC2
chembridge-fragment-library-part1-exp-2024-06,15736,1,Brc1ccccc1NC(=O)[C@@]23CC[C@@](C2(C)C)(C(O3)=O)C,6TBE_P,352.2,21,3.6,55.4,1.9,2,-2.954,-5.436,-6.424,-0.259,55.4,3.0,1.0,-3.81,ExpressPick,352,2.8716866661925406,-0.7267676287046857
chembridge-fragment-library-part2-cl-2024-06,58,1,Cn1ccnc1-c2nccn2CCc3ncc[nH]3,6TBE_P,242.3,18,1.2,64.3,3.1,4,-2.954,-4.45,-4.947,-0.247,64.3,3.0,1.0,-1.32,1105,CORE,0.6168069523068992,1.1926119091427245
chembridge-fragment-library-part2-cl-2024-06,3282,1,O=C(NCCC)c1cn2c(n1)CCNCC2,6TBE_P,222.3,16,0.2,58.9,3.8,3,-2.954,-4.851,-5.549,-0.303,59.0,3.0,2.0,-2.14,1214,CORE,-0.6576881810496548,2.0059588126921266
chembridge-fragment-library-part1-exp-2024-06,2394,1,Brc1cc(ccc1OC)C(=O)NC,6TBE_P,244.1,13,1.9,38.3,0.8,2,-2.953,-4.691,-5.226,-0.361,38.3,2.0,1.0,-2.06,ExpressPick,244,-1.0979706645479659,-0.7281753095657504
chembridge-fragment-library-part1-exp-2024-06,3024,1,O=C(NC(C)C)c1ccc(c(N)c1)C,6TBE_P,192.3,14,1.7,55.1,1.3,2,-2.953,-4.911,-5.698,-0.351,55.1,1.0,2.0,-0.894,ExpressPick,192,-1.6759043575384769,-0.02448759569054919
chembridge-fragment-library-part1-exp-2024-06,24102,1,Clc1ccc(OC)c(CNC2CC2)c1,6TBE_P,211.7,14,2.6,21.3,3.5,4,-2.953,-5.776,-6.252,-0.413,21.3,2.0,1.0,-1.27,ExpressPick,212,-0.8472640645602768,-1.5098716094785551
chembridge-fragment-library-part2-cl-2024-06,8053,1,n1(C2CC2)ccnc1-c3ccc(-n4ccnc4)cc3,6TBE_P,250.3,19,3.1,35.6,0.3,3,-2.953,-4.411,-4.962,-0.232,35.6,2.0,0.0,-2.42,1105,CORE,0.7846188721387181,-1.9514224152269506
chembridge-fragment-library-part1-exp-2024-06,1232,1,O1CCC[C@@H]1CNCc2ccccn2,6TBE_P,192.3,14,1.4,34.2,4.5,4,-2.952,-4.841,-5.499,-0.346,34.2,3.0,1.0,-2.22,ExpressPick,192,-1.0913338501491847,0.16522389932021464
chembridge-fragment-library-part1-exp-2024-06,5984,1,CNCc1nc(no1)C,6TBE_P,127.1,9,-0.5,51.0,2.0,2,-2.952,-4.159,-4.504,-0.462,51.0,4.0,1.0,0.896,ExpressPick,127,-3.5119617967710566,2.346730504504291
chembridge-fragment-library-part1-exp-2024-06,21024,1,O=C(NC(C)C)c1ccccc1NC(=O)COC,6TBE_P,250.3,18,1.4,67.4,3.5,5,-2.952,-5.049,-5.793,-0.281,67.4,3.0,2.0,-1.86,ExpressPick,250,1.0072562769902829,1.7431971821338996
chembridge-fragment-library-part1-exp-2024-06,24776,1,O=C1C[C@@H](CN1CCCC)C(=O)Nc2ccccc2OC,6TBE_P,290.4,21,2.3,58.6,5.1,6,-2.952,-5.44,-6.432,-0.259,58.6,3.0,1.0,-2.24,ExpressPick,290,2.532470779943031,0.43460059230661824
chembridge-fragment-library-part1-exp-2024-06,9980,1,Brc1c(nc[nH]1)-c2ccc(NC(=O)C)cc2,6TBE_P,280.1,16,2.9,57.8,0.3,2,-2.951,-5.21,-5.587,-0.326,57.8,2.0,2.0,-2.87,ExpressPick,280,0.4974960723356725,-0.16561163750319904
chembridge-fragment-library-part1-exp-2024-06,11688,1,N(C1CCCCC1)Cc2ccccn2,6TBE_P,190.3,14,2.5,24.9,4.0,3,-2.951,-4.738,-5.345,-0.338,24.9,2.0,1.0,-0.023,ExpressPick,190,-1.309882131970653,-1.359485306662337
chembridge-fragment-library-part1-exp-2024-06,15490,1,Brc1cc(ccc1OCC)CC#N,6TBE_P,240.1,13,3.0,33.0,2.5,3,-2.951,-5.768,-6.222,-0.444,33.0,2.0,0.0,-3.59,ExpressPick,240,-0.6144264629153537,-1.9039435352261187
chembridge-fragment-library-part2-cl-2024-06,1178,1,O=C1[C@@H](NC(=O)CC2=CCCC2)CCCCN1,6TBE_P,236.3,17,1.2,58.2,4.5,3,-2.951,-4.736,-5.565,-0.279,58.2,2.0,2.0,-1.39,1101,CORE,-0.20388848130754816,0.8618558362760758
chembridge-fragment-library-part2-cl-2024-06,8610,1,O1CCC[C@H](CCn2ccnc2C3CC3)C1,6TBE_P,220.3,16,2.6,27.0,4.0,4,-2.951,-5.536,-6.148,-0.346,27.1,2.0,0.0,-1.69,1105,CORE,-0.25315073970092733,-1.840735467887571
chembridge-fragment-library-part1-exp-2024-06,2780,1,N[C@H](CC)c1ccc(OCC)cc1,6TBE_P,179.3,13,2.5,35.3,4.5,5,-2.95,-5.419,-6.192,-0.417,35.3,2.0,1.0,-2.99,ExpressPick,179,-1.113426676356218,-0.8298245062115432
chembridge-fragment-library-part1-exp-2024-06,3180,1,CCNCc1ccccc1C,6TBE_P,149.2,11,2.1,12.0,3.0,3,-2.95,-4.675,-5.155,-0.425,12.0,1.0,1.0,0.32,ExpressPick,149,-2.9569856040378513,-2.0634657282217925
chembridge-fragment-library-part1-exp-2024-06,10600,1,CN1CCN(C[C@H]2CC=CCC2)CC1,6TBE_P,194.3,14,1.4,6.5,3.4,2,-2.95,-5.357,-5.267,-0.383,6.48,2.0,0.0,-0.823,ExpressPick,194,-2.033369920568576,-2.003777524452624
chembridge-fragment-library-part1-exp-2024-06,21994,1,O=C(N1CCN(CC1)c2ccc(OC)cc2)c3ccncc3,6TBE_P,297.4,22,2.1,45.7,2.2,4,-2.95,-4.052,-5.436,-0.184,45.7,3.0,0.0,-2.11,ExpressPick,297,2.20834940795109,-0.5653855613330152
chembridge-fragment-library-part1-exp-2024-06,23820,1,Brc1ccc(o1)C(=O)N2CCNC(=O)[C@H]2CC,6TBE_P,301.1,17,0.9,62.5,2.1,3,-2.95,-5.397,-5.996,-0.317,62.6,3.0,1.0,-2.87,ExpressPick,301,0.8141838967092606,1.1248072946631917
chembridge-fragment-library-part2-cl-2024-06,636,1,O=C(N1C[C@@H]2CCC[C@@H]21)COc3ccc(cc3)C,6TBE_P,245.3,18,2.4,29.5,4.2,4,-2.95,-5.144,-5.983,-0.286,29.5,2.0,0.0,-3.03,1101,CORE,0.42083609546006306,-1.7168392762411169
chembridge-fragment-library-part2-cl-2024-06,3878,1,O=C(N([C@@H](c1ccncn1)C)C)c2cccc(n2)C,6TBE_P,256.3,19,2.0,59.0,2.5,4,-2.95,-4.932,-5.542,-0.26,59.0,4.0,0.0,-2.02,1101,CORE,1.4663799641630162,0.6273794182053283
chembridge-fragment-library-part1-exp-2024-06,20102,1,Brc1ccccc1OCCNC,6TBE_P,230.1,12,2.1,21.3,3.5,4,-2.949,-5.281,-5.689,-0.44,21.3,2.0,1.0,-1.96,ExpressPick,230,-1.1909825219990102,-1.2608224445106688
chembridge-fragment-library-part1-exp-2024-06,24766,1,NCCOc1ccccc1OCC,6TBE_P,181.2,13,1.4,44.5,5.0,6,-2.949,-4.445,-5.469,-0.342,44.5,3.0,1.0,-0.497,ExpressPick,181,-0.8972817870544824,0.6915447229239503
chembridge-fragment-library-part1-exp-2024-06,11802,1,CO[C@H]1CCCC[C@@H]1NCc2ccccc2OC,6TBE_P,249.4,18,2.7,30.5,5.5,5,-2.948,-5.261,-5.816,-0.292,30.5,3.0,1.0,-2.45,ExpressPick,249,1.0214500265197592,-0.7198486778632721
chembridge-fragment-library-part1-exp-2024-06,13134,1,O=C(NC(C)C)c1ccc(CN2CCOCC2)cc1,6TBE_P,262.4,19,1.7,41.6,4.2,4,-2.948,-4.803,-6.018,-0.253,41.6,3.0,1.0,-2.34,ExpressPick,262,0.9703057443030147,0.08756694698219632
chembridge-fragment-library-part1-exp-2024-06,24730,1,Brc1cc(cc2C=C(C(Oc12)=O)C(=O)NC)C,6TBE_P,296.1,17,1.9,55.4,0.3,1,-2.948,-4.43,-5.438,-0.261,59.3,3.0,1.0,-2.62,ExpressPick,296,0.5934658134253699,0.23347394209962002
chembridge-fragment-library-part1-exp-2024-06,28694,1,O=C(NC1CC1)c2ccccn2,6TBE_P,162.2,12,1.0,42.0,1.3,2,-2.948,-4.254,-4.938,-0.355,42.0,2.0,1.0,-1.08,ExpressPick,162,-2.5720389187440134,0.02586555362455031
chembridge-fragment-library-part1-exp-2024-06,3956,1,O=C(NC)CC1CCNCC1,6TBE_P,156.2,11,0.1,41.1,3.0,2,-2.947,-4.937,-5.434,-0.449,41.1,2.0,2.0,-0.928,ExpressPick,156,-3.179438073915254,0.9755570838608291
chembridge-fragment-library-part1-exp-2024-06,4798,1,O=C(OC(C)(C)C)N[C@@H]1C[C@H](N)CC1,6TBE_P,200.3,14,1.4,64.3,3.0,5,-2.947,-5.051,-5.77,-0.361,64.3,3.0,2.0,-0.704,ExpressPick,200,-0.4531839386795655,1.7694012581930378
chembridge-fragment-library-part1-exp-2024-06,4966,1,O=C1C2(CCCN1)CCCCC2,6TBE_P,167.3,12,1.8,29.1,1.6,0,-2.947,-4.782,-4.981,-0.398,29.1,1.0,1.0,-1.77,ExpressPick,167,-3.0520791945689156,-1.5491305871657326
chembridge-fragment-library-part1-exp-2024-06,5606,1,CNCc1nccn1CC,6TBE_P,139.2,10,0.6,29.8,3.0,3,-2.947,-4.325,-4.855,-0.432,29.9,2.0,1.0,-1.24,ExpressPick,139,-3.330100706260519,-0.06589884815541629
chembridge-fragment-library-part2-cl-2024-06,2600,1,O=C(N1C[C@@H]2CC(=O)N[C@@H]2C1)c3ccc(OC)cc3C,6TBE_P,274.3,20,1.0,58.6,1.7,3,-2.947,-5.339,-6.122,-0.267,58.6,3.0,1.0,-2.2,1101,CORE,1.0753712804799989,0.9491870650490565
chembridge-fragment-library-part2-cl-2024-06,7611,1,O=C(N1Cc2c(nc([nH]2)C)CC1)c3c(n4ccccc4n3)C,6TBE_P,295.3,22,1.9,66.3,1.0,2,-2.947,-4.629,-5.718,-0.21,66.3,3.0,1.0,-2.44,1101,CORE,1.9244899834543512,0.627258112625797
chembridge-fragment-library-part1-exp-2024-06,19244,1,Nc1cc(nn1[C@H]2CC(OCC2)(C)C)C,6TBE_P,209.3,15,1.9,53.1,1.0,1,-2.946,-5.295,-5.841,-0.353,53.1,2.0,1.0,-2.12,ExpressPick,209,-1.1589976892482834,-0.2345433083355256
chembridge-fragment-library-part2-cl-2024-06,1912,1,O=C(N1CC[C@H]2[C@@H](C1)CCCN2)CCc3cnccn3,6TBE_P,274.4,20,1.0,58.1,5.0,4,-2.946,-5.395,-6.059,-0.27,58.1,4.0,1.0,-2.64,1104,CORE,1.52632800532106,1.5628240459784901
chembridge-fragment-library-part2-cl-2024-06,2332,1,O=C(NC[C@H]1CC[C@@H]2CCC[C@H]12)c3c[nH]cc3,6TBE_P,232.3,17,2.6,44.9,3.2,3,-2.946,-5.173,-5.77,-0.304,44.9,1.0,2.0,-2.95,1103,CORE,-0.18654679918523237,-0.8890891118143782
chembridge-fragment-library-part1-exp-2024-06,26130,1,Brc1ccc(OC)c(C(=O)N2CCCC2)c1,6TBE_P,284.2,16,2.8,29.5,1.5,3,-2.945,-5.088,-5.52,-0.318,29.5,2.0,0.0,-3.29,ExpressPick,284,0.4272438384047824,-2.0367718993930315
chembridge-fragment-library-part2-cl-2024-06,610,1,O=C(N[C@H]1C=CCCC1)c2ccc(NC(=O)C)cc2,6TBE_P,258.3,19,2.3,58.2,2.0,3,-2.945,-4.589,-5.662,-0.242,58.2,2.0,2.0,-2.69,1101,CORE,0.841392256089131,0.22993040966164457
chembridge-fragment-library-part2-cl-2024-06,6002,1,O=C(NC1CC1)[C@H]2CC[C@@H]3[C@H](NCCO3)C2,6TBE_P,224.3,16,0.4,50.4,3.8,2,-2.945,-6.01,-6.443,-0.376,50.4,3.0,2.0,-1.37,1213,CORE,-0.8711266457283443,1.5334412917776497
chembridge-fragment-library-part2-cl-2024-06,6737,1,O=C(N1CCN(CC1)CC)[C@H]2Cc3ccnn3CC2,6TBE_P,262.4,19,0.6,41.4,3.9,3,-2.945,-5.232,-5.883,-0.275,41.4,3.0,0.0,-1.54,1101,CORE,0.40969690673982373,0.09080362489748497
chembridge-fragment-library-part1-exp-2024-06,7910,1,O=C1N([C@@H]2[C@@H](N1CC)N(C(=O)N2CC)C)C,6TBE_P,226.3,16,0.4,47.1,2.5,2,-2.944,-4.913,-5.252,-0.307,47.1,2.0,0.0,-2.18,ExpressPick,226,-1.0975606819384698,-0.13751374788233742
chembridge-fragment-library-part1-exp-2024-06,11310,1,O=C(N1CCCCC1)Cc2nc3ccccc3[nH]2,6TBE_P,243.3,18,2.1,49.0,3.2,3,-2.944,-4.573,-5.355,-0.254,49.0,2.0,1.0,-1.97,ExpressPick,243,0.2980372731490043,-0.4449999102835729
chembridge-fragment-library-part1-exp-2024-06,16384,1,O=C(Nc1ccc(OCC)cc1)COC,6TBE_P,209.2,15,1.7,47.6,3.8,5,-2.944,-5.258,-5.972,-0.351,47.6,3.0,1.0,-1.94,ExpressPick,209,-0.21721829593946282,0.5059719396991769
chembridge-fragment-library-part1-exp-2024-06,22466,1,Clc1cnc(NC(=O)CCOCC)cc1,6TBE_P,228.7,15,2.1,51.2,4.3,5,-2.944,-5.308,-5.912,-0.354,51.2,3.0,1.0,-2.43,ExpressPick,229,0.2005672175338334,0.39066774145903654
chembridge-fragment-library-part1-exp-2024-06,16166,1,Brc1cc(ccc1OC)C(=O)Nc2ccc(cc2)C(=O)N,6TBE_P,349.2,21,2.9,81.4,1.3,4,-2.943,-4.208,-5.572,-0.2,81.4,3.0,2.0,-3.67,ExpressPick,349,3.2966742570941454,1.1815888901956446
chembridge-fragment-library-part1-exp-2024-06,21360,1,O=C1[C@H]2[C@H]3C=C[C@H](C43CC4)[C@@H]2C(=O)N1C(C)(C)C,6TBE_P,245.3,18,1.8,37.4,0.3,1,-2.943,-5.667,-5.996,-0.315,37.4,2.0,0.0,-2.11,ExpressPick,245,-0.3078935774040126,-1.3270347395396318
chembridge-fragment-library-part2-cl-2024-06,1290,1,O=C(N1CC(N2CCCCC2)C1)C3CC=CC3,6TBE_P,234.3,17,1.5,23.5,2.2,3,-2.943,-5.418,-5.713,-0.319,23.6,2.0,0.0,-2.42,1101,CORE,-0.4959300090965567,-1.4970350187932182
chembridge-fragment-library-part1-exp-2024-06,5182,1,O=C(NC)C1CCC(CC1)CN,6TBE_P,170.3,12,0.5,55.1,4.0,3,-2.942,-5.079,-5.696,-0.423,55.1,2.0,2.0,-1.4,ExpressPick,170,-2.299289983118451,1.290632192916273
chembridge-fragment-library-part1-exp-2024-06,24280,1,O=C(NC1CC1)Nc2cccc(OC)c2,6TBE_P,206.2,15,2.0,50.4,2.3,5,-2.942,-4.516,-5.224,-0.301,50.4,2.0,2.0,-2.46,ExpressPick,206,-0.3881968649948149,0.3824550044850972
chembridge-fragment-library-part1-exp-2024-06,25296,1,CN(c1ccc(CNc2ncn[nH]2)cc1)C,6TBE_P,217.3,16,1.5,56.8,2.5,4,-2.942,-4.368,-5.021,-0.273,56.8,2.0,2.0,-2.45,ExpressPick,217,-0.3493810372316015,0.7689614686015881
chembridge-fragment-library-part2-cl-2024-06,316,1,CCc1cc(on1)-c2nccn2C3(C4CC4)CC3,6TBE_P,243.3,18,2.4,43.8,1.1,4,-2.942,-5.079,-5.682,-0.282,43.8,3.0,0.0,-2.2,1105,CORE,0.8121827797631455,-0.644992403243485
chembridge-fragment-library-part2-cl-2024-06,1478,1,COc1cccc(-c2nccn2C3CCOCC3)c1,6TBE_P,258.3,19,2.9,36.3,1.5,3,-2.942,-3.793,-4.772,-0.2,36.3,3.0,0.0,-2.65,1105,CORE,1.07363866626903,-1.2723945671890533
chembridge-fragment-library-part2-cl-2024-06,3978,1,O=C(N1CCN(C2CCOCC2)CC1)c3cc[nH]c3C,6TBE_P,277.4,20,1.3,48.6,2.6,3,-2.942,-6.314,-7.036,-0.316,48.6,3.0,1.0,-2.24,1101,CORE,1.0980103188618118,0.43643309986865614
chembridge-fragment-library-part2-cl-2024-06,5486,1,O=C(NCCc1nccn1C)c2cncn2C,6TBE_P,233.3,17,0.1,64.7,3.3,4,-2.942,-4.465,-5.129,-0.263,64.7,3.0,1.0,-1.64,1101,CORE,-0.06155567940005407,1.8038984994736347
chembridge-fragment-library-part2-cl-2024-06,5738,1,O=C(N1Cc2nnc(n2[C@H](C1)C)C(C)C)[C@H]3CCCN3,6TBE_P,277.4,20,1.1,63.1,3.4,3,-2.942,-5.553,-6.494,-0.278,63.1,4.0,1.0,-2.4,1221,CORE,1.4491064325740708,1.6153163918993882
chembridge-fragment-library-part1-exp-2024-06,1540,1,CC(c1noc(n1)C2CCNCC2)C,6TBE_P,195.3,14,1.1,51.0,2.0,2,-2.941,-4.838,-5.363,-0.346,51.0,4.0,1.0,-0.294,ExpressPick,195,-1.1225949423185515,1.3388760117668372
chembridge-fragment-library-part1-exp-2024-06,3454,1,CC1(CNCCC1)C,6TBE_P,113.2,8,1.4,12.0,1.0,0,-2.941,-4.168,-4.413,-0.521,12.0,1.0,1.0,-0.705,ExpressPick,113,-4.8611995034687805,-1.8010632484811082
chembridge-fragment-library-part1-exp-2024-06,4378,1,O=C(NN)Cc1c(n[nH]c1C)C,6TBE_P,168.2,12,-0.4,83.8,3.0,3,-2.941,-4.664,-5.4,-0.389,83.8,2.0,3.0,-0.612,ExpressPick,168,-2.3116211408658685,3.263368671048747
chembridge-fragment-library-part1-exp-2024-06,26672,1,O=C(NCc1ccccn1)NC,6TBE_P,165.2,12,0.5,54.0,2.5,4,-2.941,-4.35,-4.741,-0.363,54.0,2.0,2.0,-0.18,ExpressPick,165,-2.168877076833533,1.327330209498946
chembridge-fragment-library-part1-exp-2024-06,26790,1,Brc1cc(ccc1OCC)CNC,6TBE_P,244.1,13,2.6,21.3,3.5,4,-2.941,-5.799,-6.133,-0.446,21.3,2.0,1.0,-2.31,ExpressPick,244,-0.6480716659348569,-1.5562507905520353
chembridge-fragment-library-part2-cl-2024-06,3996,1,CN1C[C@H](n2ccnc2-c3c[nH]cn3)[C@@H](OC)C1,6TBE_P,247.3,18,0.8,59.0,1.7,3,-2.941,-4.629,-5.201,-0.257,59.0,4.0,1.0,-1.14,1105,CORE,0.5250891397129854,1.7031611428910591
chembridge-fragment-library-part1-exp-2024-06,16496,1,O=C(Nc1ccc(N2CCCCC2)c(c1)C(=O)N)C,6TBE_P,261.3,19,1.7,75.4,1.7,3,-2.94,-4.16,-7.666,-0.219,75.4,2.0,2.0,-2.29,ExpressPick,261,0.8772183712359931,1.14048487503942
chembridge-fragment-library-part1-exp-2024-06,25230,1,Brc1cc(ccc1OC(C)C)C(=O)N,6TBE_P,258.1,14,2.4,52.3,1.8,3,-2.94,-5.443,-6.072,-0.389,52.3,2.0,1.0,-3.15,ExpressPick,258,-0.18540061710515288,-0.4647073740641584
chembridge-fragment-library-part1-exp-2024-06,26020,1,O=C(NC1CCN(CC1)CC)c2ccccc2C,6TBE_P,246.4,18,2.2,32.3,3.2,3,-2.94,-5.189,-5.887,-0.288,32.3,2.0,1.0,-2.37,ExpressPick,246,0.1751879899175253,-1.0899281217945926
chembridge-fragment-library-part2-cl-2024-06,7113,1,Cc1c([nH]c(n1)CC)-c2nccn2C3CNC3,6TBE_P,231.3,17,1.3,58.5,1.1,3,-2.94,-5.308,-5.967,-0.312,58.5,3.0,2.0,-1.42,1105,CORE,0.02067445065729861,1.394672222361216
chembridge-fragment-library-part2-cl-2024-06,8704,1,CC1(n2ccnc2-c3ccco3)CCNCC1,6TBE_P,231.3,17,1.7,43.0,1.1,2,-2.94,-5.09,-5.628,-0.299,43.0,3.0,1.0,-0.768,1105,CORE,-0.21356523728658783,0.08277708079727215
chembridge-fragment-library-part1-exp-2024-06,4020,1,NCc1c(nn(c1C)CCC)C,6TBE_P,167.3,12,1.4,43.8,4.0,4,-2.938,-4.737,-5.447,-0.395,43.8,2.0,1.0,-0.016,ExpressPick,167,-1.940700375899431,0.005533706023057535
chembridge-fragment-library-part1-exp-2024-06,5106,1,O=C1N2CCNC[C@@H]2CO1,6TBE_P,142.2,10,-0.6,41.6,1.1,0,-2.938,-4.351,-4.658,-0.435,41.6,3.0,1.0,-0.169,ExpressPick,142,-3.928942598378701,1.331602604412102
chembridge-fragment-library-part2-cl-2024-06,872,1,O=C(NCc1cc[nH]n1)c2cc(cn2C)C#N,6TBE_P,229.2,17,0.5,86.5,2.3,3,-2.938,-4.783,-5.652,-0.281,86.5,3.0,2.0,-1.5,1101,CORE,0.052120808172041545,2.7979159696267204
chembridge-fragment-library-part1-exp-2024-06,3298,1,O=C(Nc1cc(N)ccc1C)C(C)C,6TBE_P,192.3,14,2.2,55.1,1.3,2,-2.937,-4.686,-5.353,-0.335,55.1,1.0,2.0,-1.13,ExpressPick,192,-1.5076112750391362,-0.283416551512532
chembridge-fragment-library-part1-exp-2024-06,12378,1,Fc1c(F)c(F)c(F)c(c1CC)C(O)=O,6TBE_P,222.1,15,3.6,37.3,1.5,3,-2.937,-5.47,-6.584,-0.365,37.3,2.0,1.0,-3.28,ExpressPick,222,-0.20021927235214837,-1.5611166216242933
chembridge-fragment-library-part1-exp-2024-06,21276,1,Brc1ccc2c(c(cn2CC(=O)NC(C)C)C#N)c1,6TBE_P,320.2,19,2.9,57.8,3.0,3,-2.937,-6.293,-7.111,-0.331,57.8,3.0,1.0,-4.18,ExpressPick,320,2.0716926115467866,-0.1333842812323533
chembridge-fragment-library-part2-cl-2024-06,1740,1,O=C(NC1CCN(CC1)c2cccc(c2)C)C3(COC3)C,6TBE_P,288.4,21,2.1,41.6,3.2,3,-2.937,-5.747,-6.487,-0.274,41.6,2.0,1.0,-2.47,1101,CORE,1.3738888320383742,-0.8204112167312522
chembridge-fragment-library-part2-cl-2024-06,5848,1,O=C1NCCN1CCn2ccnc2-c3cnsc3,6TBE_P,263.3,18,1.0,63.0,3.4,4,-2.937,-5.42,-6.056,-0.301,63.1,3.0,1.0,-2.23,1105,CORE,0.7940207639610359,1.2129320653082338
chembridge-fragment-library-part2-cl-2024-06,6068,1,O=C(N[C@H]1CNCC[C@H]1OC)c2c(nsn2)C,6TBE_P,256.3,17,0.0,76.1,3.2,3,-2.937,-5.676,-6.279,-0.334,76.1,5.0,2.0,-1.94,1101,CORE,0.596096569137936,3.772736756099246
chembridge-fragment-library-part1-exp-2024-06,6746,1,O=C1[C@@H]2CC[C@H]1[C@H](N3CCCCC3)CC2,6TBE_P,207.3,15,2.2,20.3,2.1,1,-2.936,-5.403,-5.593,-0.36,20.3,2.0,0.0,-0.346,ExpressPick,207,-1.4471573238090965,-2.0335040902110073
chembridge-fragment-library-part1-exp-2024-06,24130,1,Brc1ccc(N)c(-c2nnc(o2)CCCC)c1,6TBE_P,296.2,17,2.9,64.9,3.0,4,-2.936,-5.355,-6.154,-0.315,64.9,3.0,1.0,-3.42,ExpressPick,296,1.6610780960048468,0.24858305875295544
chembridge-fragment-library-part2-cl-2024-06,5968,1,O=C(N1CC(n2c(cc(n2)C)C)C1)C[C@@H]3C=CCC3,6TBE_P,259.4,19,2.1,38.1,2.3,4,-2.936,-3.82,-4.804,-0.201,38.1,2.0,0.0,-2.77,1101,CORE,0.7960536886442908,-1.2955607872239832
chembridge-fragment-library-part1-exp-2024-06,806,1,C[C@@H](NC)c1ccccc1OC,6TBE_P,165.2,12,2.0,21.3,2.5,3,-2.935,-4.759,-5.213,-0.397,21.3,2.0,1.0,-0.896,ExpressPick,165,-2.2335500018091925,-1.159406881581105
chembridge-fragment-library-part1-exp-2024-06,2062,1,CC(NCc1ccccc1C)C,6TBE_P,163.3,12,2.5,12.0,3.0,3,-2.935,-4.846,-5.302,-0.404,12.0,1.0,1.0,-1.94,ExpressPick,163,-2.4464967046197073,-2.3072869007093075
chembridge-fragment-library-part1-exp-2024-06,4260,1,O=C(NC)CCc1cccc(N)c1,6TBE_P,178.2,13,0.9,55.1,3.0,3,-2.935,-4.49,-5.46,-0.345,55.1,1.0,2.0,-1.63,ExpressPick,178,-2.1147111047997895,0.49276979893306655
chembridge-fragment-library-part1-exp-2024-06,7328,1,O=C1C(N)=C(NCCCC)c2ccccc2O1,6TBE_P,232.3,17,1.6,64.3,3.3,4,-2.935,-5.163,-6.025,-0.304,68.3,2.0,2.0,-2.06,ExpressPick,232,0.15876690131220975,0.942784695432596
chembridge-fragment-library-part1-exp-2024-06,11390,1,Brc1cncc(C(OCC)=O)c1,6TBE_P,230.1,12,2.1,39.2,1.3,2,-2.935,-5.171,-5.585,-0.431,39.2,3.0,0.0,-2.74,ExpressPick,230,-1.1272474735364968,-0.6915414167066039
chembridge-fragment-library-part1-exp-2024-06,14264,1,O=C(N1CCOCC1)NCc2ccc(OC)cc2,6TBE_P,250.3,18,1.2,50.8,4.0,5,-2.935,-4.908,-5.699,-0.273,50.8,3.0,1.0,-2.13,ExpressPick,250,0.7645474488788774,0.7696053060012145
chembridge-fragment-library-part1-exp-2024-06,16574,1,Brc1ccc(NC(=O)C2CC2)cc1,6TBE_P,240.1,13,2.9,29.1,1.3,2,-2.935,-5.097,-5.399,-0.392,29.1,1.0,1.0,-3.21,ExpressPick,240,-1.16742740912429,-2.127714720236888
chembridge-fragment-library-part2-cl-2024-06,3274,1,O=C(N1CCN(CC1)c2ncccn2)CC3=CCCC3,6TBE_P,272.3,20,1.6,49.3,3.5,4,-2.935,-5.039,-5.522,-0.252,49.3,3.0,0.0,-3.13,1101,CORE,1.3686862900554766,-0.1119683353043555
chembridge-fragment-library-part1-exp-2024-06,10638,1,O=C(N)[C@H]1CN(CCC1)Cc2ccco2,6TBE_P,208.3,15,0.4,59.5,4.0,3,-2.934,-5.202,-5.85,-0.347,59.5,3.0,1.0,-1.42,ExpressPick,208,-0.9397022981960772,1.4669214088289837
chembridge-fragment-library-part2-cl-2024-06,460,1,O=C(N1CC(n2c(cc(n2)C)C)C1)Cc3cc[nH]n3,6TBE_P,259.3,19,0.8,66.8,2.3,4,-2.934,-5.392,-6.379,-0.284,66.8,3.0,1.0,-2.5,1101,CORE,0.9230583721348364,1.4458620167046574
chembridge-fragment-library-part1-exp-2024-06,2270,1,N1CCCC2(CC2)C1,6TBE_P,111.2,8,1.2,12.0,1.0,0,-2.933,-4.705,-4.964,-0.588,12.0,1.0,1.0,-0.072,ExpressPick,111,-4.953249933545682,-1.693919313941416
chembridge-fragment-library-part1-exp-2024-06,5546,1,O=C(OC(C)(C)C)N[C@H]1CCC[C@@H]2CNC[C@H]12,6TBE_P,240.3,17,1.9,50.4,2.8,4,-2.933,-5.582,-6.036,-0.328,50.4,3.0,2.0,-1.8,ExpressPick,240,0.4457368087242627,0.8491687968384483
chembridge-fragment-library-part1-exp-2024-06,10146,1,CC(NCc1cnccc1)(C)C,6TBE_P,164.2,12,2.0,24.9,2.0,3,-2.933,-4.446,-5.073,-0.37,24.9,2.0,1.0,0.784,ExpressPick,164,-2.2039142243763123,-1.0309513050019412
chembridge-fragment-library-part1-exp-2024-06,12800,1,Brc1cccc(C(=O)N2CCN(CC2)c3ccccc3)c1,6TBE_P,345.2,21,3.5,23.5,1.7,3,-2.933,-4.58,-5.84,-0.218,23.6,1.0,0.0,-4.18,ExpressPick,345,2.1054025647679717,-3.3419249844973486
